store_id,week_id,date,is_bm,is_post,treatment_group,store_type,city,region_type,is_metro,capacity,avg_daily_volume,avg_utilization_rate,pct_closure_hours,collection_hrs,rts_rate,complaint_rate,opt_out_rate,is_treated_5d,is_g2,is_g4,cohort
302,0,2026-01-19,1,0,6D,burst,台南市,metro,1,309,511,1.5,0.2657,32.79,0.01303,0.00319,0.00151,0,0,0,normal
302,1,2026-01-26,0,1,6D,burst,台南市,metro,1,309,511,1.5,0.2657,34.15,0.01528,0.0026,0.00151,0,0,0,normal
302,2,2026-02-02,0,1,6D,burst,台南市,metro,1,309,511,1.5,0.2657,33.27,0.01814,0.00231,0.00187,0,0,0,normal
302,3,2026-02-23,0,1,6D,burst,台南市,metro,1,309,511,1.5,0.2657,34.21,0.01561,0.00297,0.00174,0,0,0,normal
302,4,2026-03-02,0,1,6D,burst,台南市,metro,1,309,511,1.5,0.2657,33.24,0.01615,0.00352,0.00132,0,0,0,normal
303,0,2026-01-19,1,0,7D,vacant,台南市,metro,1,343,131,0.3819,0.0,34.74,0.01231,0.00346,0.0011,0,0,0,normal
303,1,2026-01-26,0,1,7D,vacant,台南市,metro,1,343,131,0.3819,0.0,36.11,0.01422,0.00291,0.00204,0,0,0,normal
303,2,2026-02-02,0,1,7D,vacant,台南市,metro,1,343,131,0.3819,0.0,36.85,0.01125,0.00227,0.00144,0,0,0,normal
303,3,2026-02-23,0,1,7D,vacant,台南市,metro,1,343,131,0.3819,0.0,34.87,0.01237,0.00276,0.00138,0,0,0,normal
303,4,2026-03-02,0,1,7D,vacant,台南市,metro,1,343,131,0.3819,0.0,36.94,0.00921,0.00296,0.00105,0,0,0,normal
304,0,2026-01-19,1,0,7D,vacant,其他,rural,0,442,100,0.2262,0.0,39.02,0.01597,0.00185,0.00124,0,0,0,normal
304,1,2026-01-26,0,1,7D,vacant,其他,rural,0,442,100,0.2262,0.0,38.54,0.01086,0.0019,0.00152,0,0,0,normal
304,2,2026-02-02,0,1,7D,vacant,其他,rural,0,442,100,0.2262,0.0,37.89,0.01483,0.00247,0.00175,0,0,0,normal
304,3,2026-02-23,0,1,7D,vacant,其他,rural,0,442,100,0.2262,0.0,36.01,0.00894,0.00296,0.00173,0,0,0,normal
304,4,2026-03-02,0,1,7D,vacant,其他,rural,0,442,100,0.2262,0.0,36.47,0.01105,0.00191,0.00135,0,0,0,normal
305,0,2026-01-19,1,0,7D,vacant,台中市,metro,1,204,96,0.4706,0.0,35.52,0.0125,0.00204,0.00121,0,0,0,normal
305,1,2026-01-26,0,1,7D,vacant,台中市,metro,1,204,96,0.4706,0.0,40.81,0.01115,0.0021,0.00131,0,0,0,normal
305,2,2026-02-02,0,1,7D,vacant,台中市,metro,1,204,96,0.4706,0.0,35.77,0.00897,0.00328,0.00136,0,0,0,normal
305,3,2026-02-23,0,1,7D,vacant,台中市,metro,1,204,96,0.4706,0.0,41.01,0.01081,0.00258,0.00159,0,0,0,normal
305,4,2026-03-02,0,1,7D,vacant,台中市,metro,1,204,96,0.4706,0.0,34.16,0.01141,0.00258,0.00185,0,0,0,normal
306,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,268,114,0.4254,0.0,34.57,0.01548,0.00247,0.00113,0,0,0,normal
306,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,268,114,0.4254,0.0,38.57,0.01059,0.00337,0.0015,0,0,0,normal
306,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,268,114,0.4254,0.0,38.58,0.0128,0.00315,0.00164,0,0,0,normal
306,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,268,114,0.4254,0.0,40.4,0.01222,0.00268,0.00177,0,0,0,normal
306,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,268,114,0.4254,0.0,38.14,0.01107,0.00346,0.00189,0,0,0,normal
307,0,2026-01-19,1,0,7D,vacant,高雄市,metro,1,305,74,0.2426,0.0,34.81,0.01593,0.003,0.00149,0,0,0,normal
307,1,2026-01-26,0,1,7D,vacant,高雄市,metro,1,305,74,0.2426,0.0,37.01,0.01166,0.00259,0.0012,0,0,0,normal
307,2,2026-02-02,0,1,7D,vacant,高雄市,metro,1,305,74,0.2426,0.0,37.69,0.01153,0.00241,0.00167,0,0,0,normal
307,3,2026-02-23,0,1,7D,vacant,高雄市,metro,1,305,74,0.2426,0.0,39.43,0.01294,0.00246,0.00163,0,0,0,normal
307,4,2026-03-02,0,1,7D,vacant,高雄市,metro,1,305,74,0.2426,0.0,37.61,0.00853,0.00294,0.00144,0,0,0,normal
308,0,2026-01-19,1,0,6D,burst,新北市,metro,1,292,495,1.5,0.2792,37.76,0.01642,0.00272,0.00145,0,0,0,normal
308,1,2026-01-26,0,1,6D,burst,新北市,metro,1,292,495,1.5,0.2792,34.57,0.01052,0.00216,0.00139,0,0,0,normal
308,2,2026-02-02,0,1,6D,burst,新北市,metro,1,292,495,1.5,0.2792,32.92,0.01291,0.00248,0.00134,0,0,0,normal
308,3,2026-02-23,0,1,6D,burst,新北市,metro,1,292,495,1.5,0.2792,35.08,0.01332,0.00346,0.0016,0,0,0,normal
308,4,2026-03-02,0,1,6D,burst,新北市,metro,1,292,495,1.5,0.2792,35.23,0.01386,0.00259,0.00117,0,0,0,normal
309,0,2026-01-19,1,0,6D,burst,新北市,metro,1,319,432,1.3542,0.2118,34.4,0.01416,0.00205,0.00139,0,0,0,normal
309,1,2026-01-26,0,1,6D,burst,新北市,metro,1,319,432,1.3542,0.2118,33.56,0.01005,0.00258,0.00166,0,0,0,normal
309,2,2026-02-02,0,1,6D,burst,新北市,metro,1,319,432,1.3542,0.2118,34.06,0.01846,0.00323,0.00183,0,0,0,normal
309,3,2026-02-23,0,1,6D,burst,新北市,metro,1,319,432,1.3542,0.2118,37.58,0.01552,0.00268,0.00169,0,0,0,normal
309,4,2026-03-02,0,1,6D,burst,新北市,metro,1,319,432,1.3542,0.2118,32.55,0.01422,0.00228,0.00152,0,0,0,normal
310,0,2026-01-19,1,0,7D,vacant,台中市,metro,1,331,72,0.2175,0.0,33.95,0.01383,0.00253,0.00082,0,0,0,normal
310,1,2026-01-26,0,1,7D,vacant,台中市,metro,1,331,72,0.2175,0.0,34.8,0.00871,0.00216,0.00152,0,0,0,normal
310,2,2026-02-02,0,1,7D,vacant,台中市,metro,1,331,72,0.2175,0.0,37.31,0.01313,0.00298,0.00172,0,0,0,normal
310,3,2026-02-23,0,1,7D,vacant,台中市,metro,1,331,72,0.2175,0.0,37.89,0.01142,0.00315,0.00168,0,0,0,normal
310,4,2026-03-02,0,1,7D,vacant,台中市,metro,1,331,72,0.2175,0.0,37.54,0.01354,0.00143,0.00131,0,0,0,normal
311,0,2026-01-19,1,0,5D_Control,burst,台中市,metro,1,324,410,1.2654,0.1445,34.98,0.02014,0.00187,0.00182,0,0,0,normal
311,1,2026-01-26,0,1,5D_Control,burst,台中市,metro,1,324,410,1.2654,0.1445,31.5,0.01472,0.00248,0.0013,0,0,0,normal
311,2,2026-02-02,0,1,5D_Control,burst,台中市,metro,1,324,410,1.2654,0.1445,30.92,0.0183,0.00294,0.00172,0,0,0,normal
311,3,2026-02-23,0,1,5D_Control,burst,台中市,metro,1,324,410,1.2654,0.1445,32.61,0.01692,0.00258,0.00191,0,0,0,normal
311,4,2026-03-02,0,1,5D_Control,burst,台中市,metro,1,324,410,1.2654,0.1445,29.0,0.01509,0.0026,0.00107,0,0,0,normal
312,0,2026-01-19,1,0,5D_G2,burst,新北市,metro,1,291,504,1.5,0.2838,33.1,0.01568,0.00293,0.00179,1,1,0,normal
312,1,2026-01-26,0,1,5D_G2,burst,新北市,metro,1,291,504,1.5,0.2838,31.44,0.01209,0.00282,0.0016,1,1,0,normal
312,2,2026-02-02,0,1,5D_G2,burst,新北市,metro,1,291,504,1.5,0.2838,29.18,0.01392,0.00267,0.00198,1,1,0,normal
312,3,2026-02-23,0,1,5D_G2,burst,新北市,metro,1,291,504,1.5,0.2838,32.68,0.01534,0.00239,0.00149,1,1,0,normal
312,4,2026-03-02,0,1,5D_G2,burst,新北市,metro,1,291,504,1.5,0.2838,29.93,0.01159,0.00353,0.00205,1,1,0,normal
313,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,226,113,0.5,0.0,33.89,0.01285,0.00289,0.00087,0,0,0,normal
313,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,226,113,0.5,0.0,34.18,0.01198,0.00163,0.00127,0,0,0,normal
313,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,226,113,0.5,0.0,36.82,0.01183,0.00253,0.00129,0,0,0,normal
313,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,226,113,0.5,0.0,37.85,0.01157,0.00228,0.00141,0,0,0,normal
313,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,226,113,0.5,0.0,37.16,0.01444,0.00299,0.00176,0,0,0,normal
314,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,281,68,0.242,0.0,34.23,0.01253,0.00253,0.0011,0,0,0,normal
314,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,281,68,0.242,0.0,38.91,0.01277,0.00245,0.00159,0,0,0,normal
314,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,281,68,0.242,0.0,37.35,0.01244,0.00193,0.00136,0,0,0,normal
314,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,281,68,0.242,0.0,36.92,0.01225,0.00229,0.00065,0,0,0,normal
314,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,281,68,0.242,0.0,35.39,0.01088,0.00263,0.00191,0,0,0,normal
315,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,316,84,0.2658,0.0,36.09,0.01294,0.00315,0.00122,0,0,0,normal
315,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,316,84,0.2658,0.0,37.76,0.00882,0.00331,0.00152,0,0,0,normal
315,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,316,84,0.2658,0.0,36.9,0.01077,0.00285,0.00132,0,0,0,normal
315,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,316,84,0.2658,0.0,37.16,0.00969,0.00277,0.00129,0,0,0,normal
315,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,316,84,0.2658,0.0,37.29,0.00833,0.00264,0.00135,0,0,0,normal
316,0,2026-01-19,1,0,6D,burst,桃園市,metro,1,256,451,1.5,0.2417,33.54,0.0165,0.00295,0.00157,0,0,0,normal
316,1,2026-01-26,0,1,6D,burst,桃園市,metro,1,256,451,1.5,0.2417,33.38,0.01287,0.00208,0.00122,0,0,0,normal
316,2,2026-02-02,0,1,6D,burst,桃園市,metro,1,256,451,1.5,0.2417,33.77,0.01243,0.00265,0.00111,0,0,0,normal
316,3,2026-02-23,0,1,6D,burst,桃園市,metro,1,256,451,1.5,0.2417,31.25,0.01564,0.00236,0.00115,0,0,0,normal
316,4,2026-03-02,0,1,6D,burst,桃園市,metro,1,256,451,1.5,0.2417,32.1,0.01485,0.00329,0.00128,0,0,0,normal
317,0,2026-01-19,1,0,7D,vacant,新竹縣市,regional,0,445,144,0.3236,0.0,36.93,0.00938,0.00358,0.00213,0,0,0,normal
317,1,2026-01-26,0,1,7D,vacant,新竹縣市,regional,0,445,144,0.3236,0.0,33.27,0.0108,0.00224,0.00132,0,0,0,normal
317,2,2026-02-02,0,1,7D,vacant,新竹縣市,regional,0,445,144,0.3236,0.0,36.7,0.01262,0.00254,0.00113,0,0,0,normal
317,3,2026-02-23,0,1,7D,vacant,新竹縣市,regional,0,445,144,0.3236,0.0,37.07,0.01203,0.00201,0.00091,0,0,0,normal
317,4,2026-03-02,0,1,7D,vacant,新竹縣市,regional,0,445,144,0.3236,0.0,40.32,0.00972,0.00253,0.00128,0,0,0,normal
318,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,336,122,0.3631,0.0,38.6,0.01416,0.00184,0.00098,0,0,0,normal
318,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,336,122,0.3631,0.0,37.34,0.01046,0.00174,0.00165,0,0,0,normal
318,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,336,122,0.3631,0.0,36.31,0.01399,0.00351,0.00133,0,0,0,normal
318,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,336,122,0.3631,0.0,38.6,0.00854,0.00291,0.00125,0,0,0,normal
318,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,336,122,0.3631,0.0,36.31,0.01042,0.00237,0.0013,0,0,0,normal
319,0,2026-01-19,1,0,7D,vacant,其他,rural,0,425,89,0.2094,0.0,35.08,0.01647,0.00194,0.00188,0,0,0,normal
319,1,2026-01-26,0,1,7D,vacant,其他,rural,0,425,89,0.2094,0.0,36.73,0.011,0.00235,0.0013,0,0,0,normal
319,2,2026-02-02,0,1,7D,vacant,其他,rural,0,425,89,0.2094,0.0,39.46,0.014,0.0032,0.00128,0,0,0,normal
319,3,2026-02-23,0,1,7D,vacant,其他,rural,0,425,89,0.2094,0.0,38.54,0.00944,0.0021,0.00106,0,0,0,normal
319,4,2026-03-02,0,1,7D,vacant,其他,rural,0,425,89,0.2094,0.0,37.6,0.0115,0.00164,0.00139,0,0,0,normal
320,0,2026-01-19,1,0,7D,vacant,其他,rural,0,297,114,0.3838,0.0,38.4,0.01183,0.0019,0.00154,0,0,0,normal
320,1,2026-01-26,0,1,7D,vacant,其他,rural,0,297,114,0.3838,0.0,35.24,0.01322,0.00249,0.00195,0,0,0,normal
320,2,2026-02-02,0,1,7D,vacant,其他,rural,0,297,114,0.3838,0.0,36.12,0.01284,0.00255,0.0013,0,0,0,normal
320,3,2026-02-23,0,1,7D,vacant,其他,rural,0,297,114,0.3838,0.0,36.66,0.01219,0.00294,0.00194,0,0,0,normal
320,4,2026-03-02,0,1,7D,vacant,其他,rural,0,297,114,0.3838,0.0,40.22,0.00981,0.0021,0.00099,0,0,0,normal
321,0,2026-01-19,1,0,6D,burst,台中市,metro,1,248,503,1.5,0.2322,33.51,0.01796,0.00286,0.0015,0,0,0,normal
321,1,2026-01-26,0,1,6D,burst,台中市,metro,1,248,503,1.5,0.2322,34.72,0.01532,0.00259,0.00129,0,0,0,normal
321,2,2026-02-02,0,1,6D,burst,台中市,metro,1,248,503,1.5,0.2322,36.22,0.01371,0.0022,0.00158,0,0,0,normal
321,3,2026-02-23,0,1,6D,burst,台中市,metro,1,248,503,1.5,0.2322,35.08,0.01498,0.00237,0.00104,0,0,0,normal
321,4,2026-03-02,0,1,6D,burst,台中市,metro,1,248,503,1.5,0.2322,37.78,0.01709,0.00304,0.00128,0,0,0,normal
322,0,2026-01-19,1,0,5D_G2,burst,桃園市,metro,1,375,410,1.0933,0.0989,35.33,0.01629,0.00258,0.00216,1,1,0,normal
322,1,2026-01-26,0,1,5D_G2,burst,桃園市,metro,1,375,410,1.0933,0.0989,31.69,0.01654,0.0022,0.00176,1,1,0,normal
322,2,2026-02-02,0,1,5D_G2,burst,桃園市,metro,1,375,410,1.0933,0.0989,34.87,0.01306,0.00277,0.00125,1,1,0,normal
322,3,2026-02-23,0,1,5D_G2,burst,桃園市,metro,1,375,410,1.0933,0.0989,33.38,0.01146,0.00285,0.00123,1,1,0,normal
322,4,2026-03-02,0,1,5D_G2,burst,桃園市,metro,1,375,410,1.0933,0.0989,34.1,0.01531,0.00288,0.00125,1,1,0,normal
323,0,2026-01-19,1,0,5D_G4,burst,台南市,metro,1,278,442,1.5,0.2779,34.18,0.01479,0.00262,0.00181,1,0,1,normal
323,1,2026-01-26,0,1,5D_G4,burst,台南市,metro,1,278,442,1.5,0.2779,30.85,0.01275,0.00387,0.00189,1,0,1,normal
323,2,2026-02-02,0,1,5D_G4,burst,台南市,metro,1,278,442,1.5,0.2779,33.56,0.01255,0.00353,0.00258,1,0,1,normal
323,3,2026-02-23,0,1,5D_G4,burst,台南市,metro,1,278,442,1.5,0.2779,32.51,0.01477,0.00272,0.00246,1,0,1,normal
323,4,2026-03-02,0,1,5D_G4,burst,台南市,metro,1,278,442,1.5,0.2779,32.31,0.0161,0.00344,0.00218,1,0,1,normal
324,0,2026-01-19,1,0,7D,vacant,其他,rural,0,340,111,0.3265,0.0,35.36,0.01518,0.00222,0.00163,0,0,0,normal
324,1,2026-01-26,0,1,7D,vacant,其他,rural,0,340,111,0.3265,0.0,37.45,0.0117,0.00237,0.00141,0,0,0,normal
324,2,2026-02-02,0,1,7D,vacant,其他,rural,0,340,111,0.3265,0.0,36.42,0.0115,0.00262,0.00124,0,0,0,normal
324,3,2026-02-23,0,1,7D,vacant,其他,rural,0,340,111,0.3265,0.0,37.95,0.01127,0.00229,0.00136,0,0,0,normal
324,4,2026-03-02,0,1,7D,vacant,其他,rural,0,340,111,0.3265,0.0,36.53,0.01569,0.00313,0.00148,0,0,0,normal
325,0,2026-01-19,1,0,7D,vacant,高雄市,metro,1,349,97,0.2779,0.0,33.47,0.00788,0.0024,0.00099,0,0,0,normal
325,1,2026-01-26,0,1,7D,vacant,高雄市,metro,1,349,97,0.2779,0.0,38.08,0.01141,0.00306,0.00106,0,0,0,normal
325,2,2026-02-02,0,1,7D,vacant,高雄市,metro,1,349,97,0.2779,0.0,39.04,0.01103,0.00277,0.00124,0,0,0,normal
325,3,2026-02-23,0,1,7D,vacant,高雄市,metro,1,349,97,0.2779,0.0,40.51,0.01079,0.00349,0.00116,0,0,0,normal
325,4,2026-03-02,0,1,7D,vacant,高雄市,metro,1,349,97,0.2779,0.0,39.55,0.01088,0.00244,0.00159,0,0,0,normal
326,0,2026-01-19,1,0,7D,vacant,屏東縣,regional,0,420,106,0.2524,0.0,31.27,0.00687,0.00324,0.00177,0,0,0,normal
326,1,2026-01-26,0,1,7D,vacant,屏東縣,regional,0,420,106,0.2524,0.0,40.09,0.01096,0.00195,0.00127,0,0,0,normal
326,2,2026-02-02,0,1,7D,vacant,屏東縣,regional,0,420,106,0.2524,0.0,37.28,0.00899,0.00342,0.00207,0,0,0,normal
326,3,2026-02-23,0,1,7D,vacant,屏東縣,regional,0,420,106,0.2524,0.0,37.98,0.01098,0.00195,0.00186,0,0,0,normal
326,4,2026-03-02,0,1,7D,vacant,屏東縣,regional,0,420,106,0.2524,0.0,37.38,0.01042,0.00284,0.00122,0,0,0,normal
327,0,2026-01-19,1,0,7D,vacant,台南市,metro,1,344,101,0.2936,0.0,33.45,0.01517,0.00255,0.00175,0,0,0,normal
327,1,2026-01-26,0,1,7D,vacant,台南市,metro,1,344,101,0.2936,0.0,37.32,0.01073,0.00199,0.00163,0,0,0,normal
327,2,2026-02-02,0,1,7D,vacant,台南市,metro,1,344,101,0.2936,0.0,36.3,0.01003,0.0026,0.00144,0,0,0,normal
327,3,2026-02-23,0,1,7D,vacant,台南市,metro,1,344,101,0.2936,0.0,35.06,0.01054,0.003,0.00129,0,0,0,normal
327,4,2026-03-02,0,1,7D,vacant,台南市,metro,1,344,101,0.2936,0.0,37.28,0.01132,0.00254,0.00109,0,0,0,normal
328,0,2026-01-19,1,0,6D,burst,高雄市,metro,1,311,440,1.4148,0.2524,34.96,0.0129,0.00241,0.00099,0,0,0,normal
328,1,2026-01-26,0,1,6D,burst,高雄市,metro,1,311,440,1.4148,0.2524,35.38,0.01382,0.00217,0.00143,0,0,0,normal
328,2,2026-02-02,0,1,6D,burst,高雄市,metro,1,311,440,1.4148,0.2524,32.17,0.01193,0.00187,0.00108,0,0,0,normal
328,3,2026-02-23,0,1,6D,burst,高雄市,metro,1,311,440,1.4148,0.2524,36.01,0.01253,0.00283,0.00115,0,0,0,normal
328,4,2026-03-02,0,1,6D,burst,高雄市,metro,1,311,440,1.4148,0.2524,35.11,0.01195,0.00262,0.00142,0,0,0,normal
329,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,318,92,0.2893,0.0,38.31,0.01181,0.00294,0.00204,0,0,0,normal
329,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,318,92,0.2893,0.0,36.92,0.00932,0.00248,0.00127,0,0,0,normal
329,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,318,92,0.2893,0.0,38.86,0.00839,0.0033,0.00097,0,0,0,normal
329,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,318,92,0.2893,0.0,39.06,0.01309,0.00258,0.00111,0,0,0,normal
329,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,318,92,0.2893,0.0,37.34,0.01054,0.00222,0.00146,0,0,0,normal
330,0,2026-01-19,1,0,7D,vacant,基隆市,regional,0,434,89,0.2051,0.0,35.6,0.01323,0.00269,0.00183,0,0,0,normal
330,1,2026-01-26,0,1,7D,vacant,基隆市,regional,0,434,89,0.2051,0.0,35.72,0.00955,0.00233,0.00134,0,0,0,normal
330,2,2026-02-02,0,1,7D,vacant,基隆市,regional,0,434,89,0.2051,0.0,36.24,0.00934,0.00159,0.00123,0,0,0,normal
330,3,2026-02-23,0,1,7D,vacant,基隆市,regional,0,434,89,0.2051,0.0,36.92,0.01127,0.0032,0.00199,0,0,0,normal
330,4,2026-03-02,0,1,7D,vacant,基隆市,regional,0,434,89,0.2051,0.0,37.52,0.01377,0.00298,0.00191,0,0,0,normal
331,0,2026-01-19,1,0,6D,burst,新北市,metro,1,327,371,1.1346,0.1966,36.41,0.01641,0.0025,0.00139,0,0,0,normal
331,1,2026-01-26,0,1,6D,burst,新北市,metro,1,327,371,1.1346,0.1966,34.97,0.01524,0.00224,0.00134,0,0,0,normal
331,2,2026-02-02,0,1,6D,burst,新北市,metro,1,327,371,1.1346,0.1966,31.95,0.01745,0.00249,0.00154,0,0,0,normal
331,3,2026-02-23,0,1,6D,burst,新北市,metro,1,327,371,1.1346,0.1966,37.67,0.0146,0.00332,0.00103,0,0,0,normal
331,4,2026-03-02,0,1,6D,burst,新北市,metro,1,327,371,1.1346,0.1966,39.08,0.01617,0.0027,0.00183,0,0,0,normal
332,0,2026-01-19,1,0,7D,vacant,新竹縣市,regional,0,511,110,0.2153,0.0,34.13,0.01589,0.00167,0.00157,0,0,0,normal
332,1,2026-01-26,0,1,7D,vacant,新竹縣市,regional,0,511,110,0.2153,0.0,37.36,0.01494,0.00181,0.00188,0,0,0,normal
332,2,2026-02-02,0,1,7D,vacant,新竹縣市,regional,0,511,110,0.2153,0.0,35.73,0.01011,0.00199,0.00107,0,0,0,normal
332,3,2026-02-23,0,1,7D,vacant,新竹縣市,regional,0,511,110,0.2153,0.0,37.17,0.00878,0.00297,0.0012,0,0,0,normal
332,4,2026-03-02,0,1,7D,vacant,新竹縣市,regional,0,511,110,0.2153,0.0,34.75,0.00994,0.00277,0.00132,0,0,0,normal
333,0,2026-01-19,1,0,7D,vacant,其他,rural,0,458,104,0.2271,0.0,36.57,0.01516,0.00244,0.00109,0,0,0,normal
333,1,2026-01-26,0,1,7D,vacant,其他,rural,0,458,104,0.2271,0.0,37.64,0.01194,0.00187,0.00113,0,0,0,normal
333,2,2026-02-02,0,1,7D,vacant,其他,rural,0,458,104,0.2271,0.0,36.45,0.01058,0.00222,0.00161,0,0,0,normal
333,3,2026-02-23,0,1,7D,vacant,其他,rural,0,458,104,0.2271,0.0,35.12,0.00784,0.00243,0.00135,0,0,0,normal
333,4,2026-03-02,0,1,7D,vacant,其他,rural,0,458,104,0.2271,0.0,35.35,0.00979,0.0024,0.00128,0,0,0,normal
334,0,2026-01-19,1,0,5D_G2,burst,新北市,metro,1,236,518,1.5,0.2561,32.63,0.01996,0.00314,0.00136,1,1,0,normal
334,1,2026-01-26,0,1,5D_G2,burst,新北市,metro,1,236,518,1.5,0.2561,32.26,0.01325,0.00351,0.00142,1,1,0,normal
334,2,2026-02-02,0,1,5D_G2,burst,新北市,metro,1,236,518,1.5,0.2561,33.27,0.01308,0.00365,0.00199,1,1,0,normal
334,3,2026-02-23,0,1,5D_G2,burst,新北市,metro,1,236,518,1.5,0.2561,32.42,0.01248,0.00315,0.00155,1,1,0,normal
334,4,2026-03-02,0,1,5D_G2,burst,新北市,metro,1,236,518,1.5,0.2561,34.64,0.01316,0.0027,0.00146,1,1,0,normal
335,0,2026-01-19,1,0,7D,vacant,高雄市,metro,1,317,75,0.2366,0.0,35.36,0.01136,0.00315,0.00101,0,0,0,normal
335,1,2026-01-26,0,1,7D,vacant,高雄市,metro,1,317,75,0.2366,0.0,36.72,0.0133,0.00152,0.00201,0,0,0,normal
335,2,2026-02-02,0,1,7D,vacant,高雄市,metro,1,317,75,0.2366,0.0,35.89,0.01128,0.00289,0.00162,0,0,0,normal
335,3,2026-02-23,0,1,7D,vacant,高雄市,metro,1,317,75,0.2366,0.0,36.94,0.01299,0.00286,0.00193,0,0,0,normal
335,4,2026-03-02,0,1,7D,vacant,高雄市,metro,1,317,75,0.2366,0.0,37.31,0.01493,0.00305,0.00086,0,0,0,normal
336,0,2026-01-19,1,0,7D,vacant,台北市,metro,1,345,109,0.3159,0.0,36.73,0.01599,0.00261,0.00172,0,0,0,normal
336,1,2026-01-26,0,1,7D,vacant,台北市,metro,1,345,109,0.3159,0.0,38.56,0.01225,0.00247,0.00187,0,0,0,normal
336,2,2026-02-02,0,1,7D,vacant,台北市,metro,1,345,109,0.3159,0.0,40.25,0.01287,0.00152,0.00137,0,0,0,normal
336,3,2026-02-23,0,1,7D,vacant,台北市,metro,1,345,109,0.3159,0.0,40.2,0.01145,0.00308,0.00129,0,0,0,normal
336,4,2026-03-02,0,1,7D,vacant,台北市,metro,1,345,109,0.3159,0.0,39.66,0.01336,0.00146,0.00158,0,0,0,normal
337,0,2026-01-19,1,0,7D,vacant,基隆市,regional,0,468,136,0.2906,0.0,33.86,0.01367,0.00321,0.00171,0,0,0,normal
337,1,2026-01-26,0,1,7D,vacant,基隆市,regional,0,468,136,0.2906,0.0,37.03,0.01275,0.00303,0.00137,0,0,0,normal
337,2,2026-02-02,0,1,7D,vacant,基隆市,regional,0,468,136,0.2906,0.0,36.19,0.00973,0.00302,0.00139,0,0,0,normal
337,3,2026-02-23,0,1,7D,vacant,基隆市,regional,0,468,136,0.2906,0.0,35.66,0.00763,0.00302,0.00124,0,0,0,normal
337,4,2026-03-02,0,1,7D,vacant,基隆市,regional,0,468,136,0.2906,0.0,37.73,0.01348,0.00195,0.00139,0,0,0,normal
338,0,2026-01-19,1,0,5D_Control,burst,台北市,metro,1,282,543,1.5,0.305,33.93,0.01948,0.00194,0.00157,0,0,0,normal
338,1,2026-01-26,0,1,5D_Control,burst,台北市,metro,1,282,543,1.5,0.305,34.91,0.01663,0.00253,0.00153,0,0,0,normal
338,2,2026-02-02,0,1,5D_Control,burst,台北市,metro,1,282,543,1.5,0.305,33.88,0.01816,0.00288,0.00111,0,0,0,normal
338,3,2026-02-23,0,1,5D_Control,burst,台北市,metro,1,282,543,1.5,0.305,34.85,0.01933,0.00269,0.00095,0,0,0,normal
338,4,2026-03-02,0,1,5D_Control,burst,台北市,metro,1,282,543,1.5,0.305,33.19,0.01739,0.00203,0.00129,0,0,0,normal
339,0,2026-01-19,1,0,7D,vacant,其他,rural,0,466,89,0.191,0.0,35.28,0.01333,0.00178,0.00151,0,0,0,normal
339,1,2026-01-26,0,1,7D,vacant,其他,rural,0,466,89,0.191,0.0,36.29,0.01203,0.0024,0.00116,0,0,0,normal
339,2,2026-02-02,0,1,7D,vacant,其他,rural,0,466,89,0.191,0.0,35.22,0.00992,0.00261,0.00144,0,0,0,normal
339,3,2026-02-23,0,1,7D,vacant,其他,rural,0,466,89,0.191,0.0,36.09,0.01015,0.00242,0.00215,0,0,0,normal
339,4,2026-03-02,0,1,7D,vacant,其他,rural,0,466,89,0.191,0.0,35.22,0.00988,0.00425,0.00153,0,0,0,normal
340,0,2026-01-19,1,0,7D,vacant,新北市,metro,1,337,105,0.3116,0.0,35.66,0.01118,0.00305,0.00134,0,0,0,normal
